taxa	scientific_name	rank
Nitzschia calida var. calida	Nitzschia calida Grunow	SPECIES
Nitzschia calida var. salinarum	Nitzschia calida var. salinarum (Grunow) Freng., 1923	VARIETY
Nitzschia capitellata	Nitzschia capitellata Hustedt, 1922	SPECIES
Nitzschia capitellata var. capitellata	Nitzschia capitellata var. capitellata	VARIETY
Nitzschia capitellata var. frequens	Nitzschia capitellata var. frequens (Hust.) Lange-Bert.	VARIETY
Nitzschia circumsuta	Nitzschia circumsuta (Bailey) Grunow, 1880	SPECIES
Nitzschia clausii	Nitzschia clausii Hantzsch, 1860	SPECIES
Nitzschia closterium	Nitzschia closterium (Ehrenberg) W.Smith, 1853	SPECIES
Nitzschia coarctata	Nitzschia coarctata Grunow, 1880	SPECIES
Nitzschia communis	Nitzschia communis Rabenhorst, 1860	SPECIES
Nitzschia commutata	Nitzschia commutata Grunow, 1880	SPECIES
Nitzschia commutatoides	Nitzschia commutatoides Lange-Bertalot, 1987	SPECIES
Nitzschia compressa	Nitzschia compressa (Bailey) C.S.Boyer, 1916	SPECIES
Nitzschia compressa var. balatonis	Nitzschia compressa var. balatonis (Grunow) Lange-Bertalot, 1987	VARIETY
Nitzschia compressa var. compressa	Nitzschia compressa var. compressa	VARIETY
Nitzschia compressa var. elongata	Nitzschia compressa var. elongata (Grunow) Lange-Bert.	VARIETY
Nitzschia compressa var. vexans	Nitzschia compressa var. vexans (Grunow) Lange-Bertalot, 1987	VARIETY
Nitzschia congolensis	Nitzschia congolensis Hustedt, 1949	SPECIES
Nitzschia constricta	Tryblionella W.Smith, 1853	GENUS
Nitzschia dealpina	Nitzschia dealpina Lange-Bertalot & Hofmann, 1993	SPECIES
Nitzschia debilis	Nitzschia debilis Pantocsek, 1902	SPECIES
Nitzschia denticula	Nitzschia denticula Grunow, 1880	SPECIES
Nitzschia desertorum	Nitzschia desertorum Hustedt, 1949	SPECIES
Nitzschia dippelii	Nitzschia dippelii Grunow, 1882	SPECIES
Nitzschia disputata	Nitzschia disputata J.R.Carter, 1971	SPECIES
Nitzschia dissipata	Nitzschia dissipata Lange-Bertalot, 1996	SPECIES
Nitzschia dissipata ssp. dissipata	Nitzschia dissipata subsp. dissipata	SUBSPECIES
Nitzschia dissipata ssp. oligotraphenta	Nitzschia dissipata subsp. oligotraphenta Lange-Bert.	SUBSPECIES
Nitzschia dissipata var. media	Nitzschia dissipata var. media (Hantzsch) Grunow, 1881	VARIETY
Nitzschia diversa	Nitzschia diversa Hustedt, 1959	SPECIES
Nitzschia draveillensis	Nitzschia draveillensis Coste & Ricard, 1980	SPECIES
Nitzschia dubia	Nitzschia dubia W.Smith, 1853	SPECIES
Nitzschia dubiiformis	Nitzschia dubiiformis Hustedt, 1939	SPECIES
Nitzschia eglei	Nitzschia eglei Lange-Bertalot, 1987	SPECIES
Nitzschia elegantula	Nitzschia elegantula Grunow, 1881	SPECIES
Nitzschia elliptica	Nitzschia elliptica Hustedt	SPECIES
Nitzschia epithemoides	Nitzschia epithemoides Grunow, 1880	SPECIES
Nitzschia epithemoides var. disputata	Nitzschia epithemoides var. disputata (J.R.Carter) Lange-Bertalot, 1987	VARIETY
Nitzschia epithemoides var. epithemoides	Nitzschia epithemoides var. epithemoides	VARIETY
Nitzschia fasciculata	Nitzschia fasciculata (Grunow) Grunow, 1881	SPECIES
Nitzschia fibulafissa	Nitzschia fibula-fissa Lange-Bertalot, 1980	SPECIES
Nitzschia filiformis	Nitzschia filiformis Hajós, 1959	SPECIES
Nitzschia filiformis var. conferta	Nitzschia filiformis var. conferta (Richt) Lange-Bertalot, 1987	VARIETY
Nitzschia filiformis var. filiformis	Nitzschia filiformis var. filiformis	VARIETY
Nitzschia flexa	Nitzschia flexa Schumann, 1862	SPECIES
Nitzschia flexoides	Nitzschia flexoides Geitler, 1968	SPECIES
Nitzschia fonticola	Nitzschia fonticola (Grunow) Grunow, 1881	SPECIES
Nitzschia fonticola var. fonticola	Nitzschia fonticola var. fonticola	VARIETY
Nitzschia fonticola var. pelagica	Nitzschia fonticola var. pelagica Hustedt, 1924	VARIETY
Nitzschia fossilis	Nitzschia fossilis (Grunow) Grunow, 1881	SPECIES
Nitzschia frequens	Nitzschia frequens Hustedt, 1957	SPECIES
Nitzschia frustulum	Nitzschia frustulum (Kützing) Grunow, 1880	SPECIES
Nitzschia frustulum var. bulnheimiana	Nitzschia frustulum var. bulnheimiana (Rabenhorst) Grunow, 1881	VARIETY
Nitzschia frustulum var. frustulum	Nitzschia frustulum var. frustulum	VARIETY
Nitzschia frustulum var. inconspicua	Nitzschia frustulum var. inconspicua (Grunow) Grunow, 1882	VARIETY
Nitzschia frustulum var. subsalina	Nitzschia frustulum var. subsalina Hustedt, 1930	VARIETY
Nitzschia fruticosa	Nitzschia fruticosa Hustedt, 1957	SPECIES
Nitzschia gandersheimiensis	Nitzschia gandersheimiensis Krasske, 1927	SPECIES
Nitzschia garrensis	Nitzschia garrensis Hustedt, 1950	SPECIES
Nitzschia geitleri	Nitzschia geitleri Hustedt, 1959	SPECIES
Nitzschia gessneri	Nitzschia gessneri Hustedt, 1953	SPECIES
Nitzschia gisela	Nitzschia gisela Lange-Bertalot, 1987	SPECIES
Nitzschia graciliformis	Nitzschia graciliformis Lange-Bertalot & Simonsen, 1978	SPECIES
Nitzschia gracilis	Nitzschia gracilis Hantzsch, 1860	SPECIES
Nitzschia granulata	Nitzschia granulata Grunow, 1880	SPECIES
Nitzschia hadriatica	Nitzschia hadriatica Lange-Bertalot, 1997	SPECIES
Nitzschia hantzschiana	Nitzschia hantzschiana Rabenhorst, 1860	SPECIES
Nitzschia harderi	Nitzschia harderi Hustedt, 1948	SPECIES
Nitzschia heufleriana	Nitzschia heufleriana Grunow, 1862	SPECIES
Nitzschia hollerupensis	Nitzschia hollerupensis Foged, 1962	SPECIES
Nitzschia homburgiensis	Nitzschia homburgiensis Lange-Bertalot, 1978	SPECIES
Nitzschia hungarica	Nitzschia hungarica	SPECIES
Nitzschia hybrida	Nitzschia hybrida Grunow	SPECIES
Nitzschia impressa	Nitzschia impressa Hustedt, 1954	SPECIES
Nitzschia improvisa	Nitzschia improvisa Simonsen, 1960	SPECIES
Nitzschia incognita	Nitzschia incognita Legler & Krasske, 1940	SPECIES
Nitzschia inconspicua	Nitzschia inconspicua Grunow, 1862	SPECIES
Nitzschia inconspicua / frustulum	Nitzschia inconspicua Grunow, 1862	SPECIES
Nitzschia incrustans	Nitzschia incrustans Grunow, 1862	SPECIES
Nitzschia insignis	Nitzschia insignis Gregory, 1857	SPECIES
Nitzschia intermedia	Nitzschia intermedia Hantzsch ex Cleve & Grunow, 1880	SPECIES
Nitzschia kittlii	Nitzschia kittlii Grunow, 1882	SPECIES
Nitzschia kuetzingiana	Nitzschia kuetzingiana Hilse, 1863	SPECIES
Nitzschia kuetzingioides	Nitzschia kuetzingioides Hustedt, 1959	SPECIES
Nitzschia lacunarum	Nitzschia lacunarum Hustedt, 1930	SPECIES
Nitzschia lacuum	Nitzschia lacuum Lange-Bertalot, 1980	SPECIES
Nitzschia laevis	Nitzschia laevis Hustedt, 1939	SPECIES
Nitzschia lanceola var. minutula	Nitzschia lanceola var. minutula Grunow, 1880	VARIETY
Nitzschia lanceolata	Nitzschia lanceolata Abbott, 1974	SPECIES
Nitzschia lanceolata var. lanceolata	Nitzschia lanceolata var. lanceolata	VARIETY
Nitzschia lanceolata var. minor	Nitzschia lanceolata var. minor Van Heurck	VARIETY
Nitzschia langebertalotii	Nitzschia lange-bertalotii Coste & Ricard, 1982	SPECIES
Nitzschia latens	Nitzschia latens Hustedt, 1949	SPECIES
Nitzschia levidensis	Nitzschia levidensis (W.Smith) Grunow, 1881	SPECIES
Nitzschia levidensis var. levidensis	Nitzschia levidensis f. levidensis	FORM
Nitzschia levidensis var. salinarum	Bacillariaceae	FAMILY
Nitzschia levidensis var. victoriae	Nitzschia levidensis var. victoriae (Grunow) Cholnoky, 1956	VARIETY
Nitzschia liebetruthii	Nitzschia liebetruthii Rabenhorst, 1864	SPECIES
Nitzschia liebetruthii var. liebetruthii	Nitzschia liebethruthii var. liebethruthii	VARIETY
Nitzschia liebetruthii var. major	Nitzschia liebetruthii var. major Grunow, 1879	VARIETY
Nitzschia linearis	Nitzschia linearis W.Smith, 1853	SPECIES
Nitzschia linearis var. impressa	Nitzschia linearis W.Smith, 1853	SPECIES
Nitzschia linearis var. linearis	Nitzschia linearis var. linearis	VARIETY
Nitzschia linearis var. subtilis	Nitzschia linearis var. subtilis (Grunow) Hustedt, 1923	VARIETY
Nitzschia linearis var. tenuis	Nitzschia linearis var. tenuis (W.Smith) Grunow, 1880	VARIETY
Nitzschia littoralis	Nitzschia littoralis Grunow, 1880	SPECIES
Nitzschia littorea	Nitzschia littorea Grunow, 1881	SPECIES
Nitzschia longissima	Nitzschia longissima (Brébisson) Ralfs, 1861	SPECIES
Nitzschia lorenziana	Nitzschia lorenziana Grunow, 1879	SPECIES
Nitzschia macilenta	Nitzschia macilenta Gregory	SPECIES
Nitzschia marginulata	Nitzschia marginulata Grunow, 1880	SPECIES
Nitzschia microcephala	Nitzschia microcephala Grunow, 1878	SPECIES
Nitzschia modesta	Nitzschia modesta Hustedt, 1950	SPECIES
Nitzschia monachorum	Nitzschia monachorum Lange-Bertalot, 1987	SPECIES
Nitzschia nana	Nitzschia nana Grunow, 1881	SPECIES
Nitzschia natans	Nitzschia natans H.Lange-Bertalot, 1997	SPECIES
Nitzschia navicularis	Nitzschia navicularis (Brébisson) Grunow, 1880	SPECIES
Nitzschia normannii	Nitzschia normannii Grunow, 1881	SPECIES
Nitzschia obtusa	Nitzschia obtusa W.Smith, 1853	SPECIES
Nitzschia oligotraphenta	Nitzschia oligotraphenta (H.Lange-Bertalot) H.Lange-Bertalot	SPECIES
Nitzschia ovalis	Nitzschia ovalis H.J.Arnott, 1880	SPECIES
Nitzschia palea	Nitzschia palea (Kützing) W.Smith, 1856	SPECIES
Nitzschia palea var. debilis	Nitzschia palea var. debilis (Kützing) Grunow, 1880	VARIETY
Nitzschia palea var. palea	Nitzschia palea var. palea	VARIETY
Nitzschia palea var. tenuirostris	Nitzschia palea var. tenuirostris Grunow, 1881	VARIETY
Nitzschia paleacea	Nitzschia paleacea Grunow, 1881	SPECIES
Nitzschia paleaeformis	Nitzschia paleaeformis Hustedt, 1950	SPECIES
Nitzschia palustris	Nitzschia palustris Hustedt, 1934	SPECIES
Nitzschia panduriformis	Nitzschia panduriformis	SPECIES
Nitzschia pararostrata	Nitzschia pararostrata (H.Lange-Bertalot) H.Lange-Bertalot, 2000	SPECIES
Nitzschia parvula	Nitzschia parvula W.Smith, 1853	SPECIES
Nitzschia peisonis	Nitzschia peisonis Pantocsek, 1912	SPECIES
Nitzschia pellucida	Nitzschia pellucida Grunow, 1880	SPECIES
Nitzschia perindistincta	Nitzschia perindistincta Cholnoky, 1960	SPECIES
Nitzschia perminuta	Nitzschia perminuta (Grunow) M.Peragallo, 1903	SPECIES
Nitzschia perspicua	Nitzschia perspicua Cholnoky, 1960	SPECIES
Nitzschia plana	Nitzschia plana W.Smith, 1853	SPECIES
Nitzschia prolongata	Nitzschia prolongata Manguin, 1957	SPECIES
Nitzschia prolongata var. hoehnkii	Nitzschia prolongata var. hoehnkii (Hustedt) Lange-Bertalot, 1987	VARIETY
Nitzschia prolongata var. prolongata	Nitzschia prolongata Manguin, 1957	SPECIES
Nitzschia pseudocommunis	Nitzschia pseudocommunis Hustedt, 1939	SPECIES
Nitzschia pseudofonticola	Nitzschia pseudofonticola Hustedt, 1942	SPECIES
Nitzschia pumila	Nitzschia pumila Hustedt, 1954	SPECIES
Nitzschia pura	Nitzschia pura Hustedt, 1954	SPECIES
Nitzschia pusilla	Nitzschia pusilla Grunow, 1862	SPECIES
Nitzschia radicula	Nitzschia radicula Hustedt, 1942	SPECIES
Nitzschia recta	Nitzschia recta Grunow, 1880	SPECIES
Nitzschia recta var. recta	Nitzschia recta var. recta	VARIETY
Nitzschia recta var. robusta	Nitzschia recta var. robusta Hustedt, 1950	VARIETY
Nitzschia rectiformis	Nitzschia rectiformis Hustedt, 1943	SPECIES
Nitzschia rectirobusta	Nitzschia rectirobusta Lange-Bertalot, 1996	SPECIES
Nitzschia rectissima	Nitzschia rectissima Hustedt, 1954	SPECIES
Nitzschia regula	Nitzschia regula Hustedt	SPECIES
Nitzschia reversa	Nitzschia reversa W.Smith	SPECIES
Nitzschia romana	Nitzschia romana Grunow, 1881	SPECIES
Nitzschia rosenstockii	Nitzschia rosenstockii Lange-Bertalot, 1980	SPECIES
Nitzschia salinarum	Nitzschia salinarum Grunow, 1881	SPECIES
Nitzschia scalaris	Nitzschia scalaris (Ehrenberg) W.Smith, 1853	SPECIES
Nitzschia scalpelliformis	Nitzschia scalpelliformis Grunow, 1880	SPECIES
Nitzschia sigma	Nitzschia sigma (Kützing) W.Smith, 1853	SPECIES
Nitzschia sigmaformis	Nitzschia sigmaformis Hustedt	SPECIES
Nitzschia sigmoidea	Nitzschia sigmoidea (Nitzsch) W.Smith, 1853	SPECIES
Nitzschia sinuata	Nitzschia sinuata W.Sm.	SPECIES
Nitzschia sinuata var. delognei	Nitzschia sinuata var. delognei (Grunow) Lange-Bertalot, 1980	VARIETY
Nitzschia sinuata var. sinuata	Nitzschia sinuata var. sinuata	VARIETY
Nitzschia sinuata var. tabellaria	Nitzschia sinuata var. tabellaria (Grunow) Grunow, 1881	VARIETY
Nitzschia sociabilis	Nitzschia sociabilis Hustedt, 1957	SPECIES
Nitzschia solgensis	Nitzschia solgensis Cleve-Euler, 1952	SPECIES
Nitzschia solita	Nitzschia solita Hustedt, 1953	SPECIES
Nitzschia stagnorum	Nitzschia stagnorum Rabenhorst, 1860	SPECIES
Nitzschia subacicularis	Nitzschia subacicularis Hustedt, 1922	SPECIES
Nitzschia subcohaerens var. scotica	Nitzschia subcohaerens var. scotica (Grunow) van Heurck, 1896	VARIETY
Nitzschia subinvicta	Nitzschia subinvicta Hustedt, 1950	SPECIES
Nitzschia sublinearis	Nitzschia sublinearis Hustedt, 1930	SPECIES
Nitzschia subtilis	Nitzschia subtilis (Kützing) Grunow, 1880	SPECIES
Nitzschia subtubicola	Nitzschia subtubicola H.Germain, 1981	SPECIES
Nitzschia suchlandtii	Nitzschia suchlandti Hustedt, 1943	SPECIES
Nitzschia supralitorea	Nitzschia supralitorea Lange-Bertalot, 1979	SPECIES
Nitzschia tabellaria	Nitzschia tabellaria Schiedler, 1913	SPECIES
Nitzschia tenuis	Nitzschia tenuis W.Smith, 1853	SPECIES
Nitzschia terrestris	Nitzschia terrestris (J.B.Petersen) Hustedt, 1934	SPECIES
Nitzschia thermaloides	Nitzschia thermaloides Hustedt, 1955	SPECIES
Nitzschia tropica	Nitzschia tropica Hustedt, 1949	SPECIES
Nitzschia tryblionella	Nitzschia tryblionella Hantzsch, 1860	SPECIES
Nitzschia tryblionella var. levidensis	Nitzschia tryblionella var. levidensis (W.Smith) Grunow, 1880	VARIETY
Nitzschia tryblionella var. tryblionella	Nitzschia tryblionella var. tryblionella	VARIETY
Nitzschia tubicola	Nitzschia tubicola Grunow, 1880	SPECIES
Nitzschia umbonata	Nitzschia umbonata (Ehrenberg) Lange-Bertalot, 1978	SPECIES
Nitzschia valdecostata	Nitzschia valdecostata Lange-Bertalot & Simonsen, 1978	SPECIES
Nitzschia valdestriata	Nitzschia valdestriata Aleem & Hustedt, 1951	SPECIES
Nitzschia vasta	Nitzschia vasta Hustedt, 1939	SPECIES
Nitzschia vermicularis	Nitzschia vermicularis (Kützing) Hantzsch, 1860	SPECIES
Nitzschia vermicularoides	Nitzschia vermicularoides Lange-Bertalot, 2000	SPECIES
Nitzschia vexans	Nitzschia vexans Grunow, 1881	SPECIES
Nitzschia vitrea	Nitzschia vitrea G.Norman, 1861	SPECIES
Nitzschia vitrea var. salinarum	Nitzschia vitrea var. salinarum Grunow, 1862	VARIETY
Nitzschia vitrea var. vitrea	Nitzschia vitrea var. vitrea	VARIETY
Nitzschia vixnegligenda	Nitzschia vixnegligenda H.Lange-Bertalot & G.Hoffmann, 2000	SPECIES
Nitzschia wuellerstorffii	Nitzschia wuellerstorffii Lange-Bertalot, 1987	SPECIES
Nupela	Nupela W.Vyverman & P.Compère, 1991	GENUS
Nupela gracillima	Nupela gracillima (Hustedt) Lange-Bertalot, 1993	SPECIES
Nupela imperfecta	Nupela imperfecta (H.Schimanski) Lange-Bertalot & Genkal, 1999	SPECIES
Nupela impexiformis	Nupela impexiformis (Lange-Bertalot) Lange-Bertalot	SPECIES
Nupela jahniae-reginae	Nupela jahniae-reginae Lange-Bertalot & Metzeltin, 2000	SPECIES
Nupela lapidosa	Nupela lapidosa (Krasske) Lange-Bertalot, 1999	SPECIES
Nupela rhetica	Nupela rhetica (Wuthrich) Lange-Bertalot, 1993	SPECIES
Nupela silvahercynia	Nupela silvahercynia (Lange-Bertalot) Lange-Bertalot, 1996	SPECIES
Nupela tenuicephala	Nupela tenuicephala (Hustedt) Lange-Bertalot, 1993	SPECIES
Nupela vitiosa	Nupela vitiosa (Schimanski) Lange-Bertalot, 2004	SPECIES
Nupela wellneri	Nupela wellneri U.Rumrich, H.Lange-Bertalot & M.Rumrich, 2000	SPECIES
Odontella	-	-
Odontella aurita	Odontella aurita (Lyngbye) C.Agardh, 1832	SPECIES
Odontella aurita var. aurita	Odontella aurita var. aurita	VARIETY
Odontella aurita var. minima	Odontella aurita var. minima (Grunow) De Toni, 1894	VARIETY
Odontella granulata	Odontella granulata (Roper) R.Ross, 1986	SPECIES
Odontella mobiliensis	Odontella mobiliensis (J.W.Bailey) Grunow, 1884	SPECIES
Odontella regia	Odontella regia (Schultze) Simonsen, 1974	SPECIES
Odontella rhombus	Odontella rhombus (Ehrenberg) Kützing, 1849	SPECIES
Odontella sinensis	Odontella sinensis (Greville) Grunow, 1884	SPECIES
Odontidium	-	-
Odontidium hyemale	Odontidium hiemale (Lyngbye) Kützing, 1844	SPECIES
Odontidium mesodon	Odontidium mesodon (Kützing) Kützing, 1849	SPECIES
Oestrupia	Oestrupia H.Heiden ex F.Hustedt, 1935	GENUS
Oestrupia bicontracta	Oestrupia bicontracta (Østrup) Lange-Bertalot & Krammer, 1985	SPECIES
Oestrupia zachariasii	Oestrupia zachariasi (Reichelt) Hustedt, 1950	SPECIES
Opephora	Opephora P.Petit, 1888	GENUS
Opephora gemmata	Opephora gemmata (Grunow) Hustedt, 1931	SPECIES
Opephora guenter-grassii	Opephora guenter-grassii (Witkowski & Lange-Bertalot) Sabbe & Vyverman, 1995	SPECIES
Opephora mutabilis	Opephora mutabilis (Grunow) Sabbe & Vyverman, 1995	SPECIES
Opephora olsenii	Opephora olsenii Møller, 1950	SPECIES
Opephora pacifica	Opephora pacifica (Grunow) Petit, 1888	SPECIES
Opephora schwartzii	Opephora schwartzii (Grunow) Petit ex Pelletan, 1889	SPECIES
Orthoseira	Orthoseira G.H.K.Thwaites, 1848	GENUS
Orthoseira circularis	Orthoseira circularis (Ehrenberg) M.Rybak, Glushchenko & Kulikovskiy, 2022	SPECIES
Orthoseira dendrophila	Orthoseira dendrophila (Ehrenberg) F.E.Round, R.M.Crawford & D.G.Mann, 1990	SPECIES
Orthoseira dendroteres	Orthoseira dendroteres (Ehrenberg) F.E.Round, R.M.Crawford & D.G.Mann, 1990	SPECIES
Orthoseira roeseana	Orthoseira roeseana (Rabenhorst) O'Meara, 1876	SPECIES
Pantocsekiella	Pantocsekiella K.T.Kiss & Ács, 2016	GENUS
Pantocsekiella comensis	Pantocsekiella comensis (Grunow, 1882) K.T.Kiss & Ács, 2016	SPECIES
Pantocsekiella costei	Pantocsekiella costei (Druart & F.Straub, 1988) K.T.Kiss & Ács, 2016	SPECIES
Pantocsekiella delicatula	Pantocsekiella delicatula (Hustedt, 1952) K.T.Kiss & Ács, 2016	SPECIES
Pantocsekiella kuetzingiana	Pantocsekiella kuetzingiana (Thwaites, 1848) K.T.Kiss & Ács, 2016	SPECIES
Pantocsekiella ocellata	Pantocsekiella ocellata (Pantocsek, 1901) K.T.Kiss & Ács, 2016	SPECIES
Pantocsekiella pseudocomensis	Pantocsekiella pseudocomensis (Scheffler) K.T.Kiss & Ács, 2016	SPECIES
Pantocsekiella tripartita	Pantocsekiella tripartita (Håkansson) K.T.Kiss & Ács, 2016	SPECIES
Paralia sulcata	Paralia sulcata (Ehrenberg) Cleve, 1873	SPECIES
Parlibellus	Parlibellus E.J.Cox, 1988	GENUS
Parlibellus crucicula	Parlibellus cruciculus (W.Smith) Witkowski, Lange-Bertalot & Metzeltin, 2000	SPECIES
Parlibellus cruciculoides	Parlibellus cruciculoides (C.Brockmann) Witkowski, Lange-Bertalot & Metzeltin, 2000	SPECIES
Parlibellus delognei	Parlibellus delognei (Van Heurck) E.J.Cox, 1988	SPECIES
Parlibellus plicatus	Parlibellus plicatus (Donkin) E.J.Cox, 1988	SPECIES
Parlibellus protracta	Parlibellus protracta (Grunow) Witkowski, Lange-Bertalot & Metzeltin, 2000	SPECIES
Parlibellus protractoides	Parlibellus protractoides (Hustedt) Witkowski & Lange-Bertalot, 2000	SPECIES
Pauliella taeniata	Pauliella taeniata (Grunow) F.E.Round & P.W.Basson, 1997	SPECIES
Pennales	-	-
Peronia fibula	Peronia fibula (Brébisson ex Kützing) R.Ross, 1956	SPECIES
Petroneis	Petroneis A.J.Stickle & D.G.Mann, 1990	GENUS
Petroneis humerosa	Petroneis humerosa (Brébisson ex W.Smith) A.J.Stickle & D.G.Mann, 1990	SPECIES
Petroneis latissima	Petroneis latissima (Gregory) A.J.Stickle & D.G.Mann, 1990	SPECIES
Pinnularia	-	-
Pinnularia acidophila	Pinnularia acidophila Hofmann & K.Krammer, 2000	SPECIES
Pinnularia acoricola	Pinnularia acoricola Hustedt, 1934	SPECIES
Pinnularia acrosphaeria	Pinnularia acrosphaeria Rabenhorst, 1853	SPECIES
Pinnularia acrosphaeria	Pinnularia acrosphaeria Rabenhorst, 1853	SPECIES
Pinnularia acuminata	Pinnularia acuminata W.Smith, 1853	SPECIES
Pinnularia alpina	Pinnularia alpina W.Smith, 1853	SPECIES
Pinnularia amabilis	Pinnularia amabilis K.Krammer, 2000	SPECIES
Pinnularia anglica	Pinnularia anglica K.Krammer, 1992	SPECIES
Pinnularia angusta	Pinnularia angusta K.E.Lohman, 1957	SPECIES
Pinnularia angusta var. angusta	Pinnularia angusta K.E.Lohman, 1957	SPECIES
Pinnularia angusta var. rostrata	Pinnularia angusta K.E.Lohman, 1957	SPECIES
Pinnularia appendiculata	Pinnularia appendiculata (C.Agardh) Cleve	SPECIES
