taxa	scientificName	rank	kingdom	phylum	class	order	family	genus
Kolbesia kolbei	Kolbesia kolbei (Hust.) Round & Bukht.	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Kolbesia
Karayevia laterostrata	Karayevia laterostrata (Hustedt) Round & Bukhtiyarova, 1996	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Karayevia oblongella	Karayevia oblongella (Østrup) M.Aboal, 2003	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Karayevia oblongella terato	Karayevia oblongella (Østrup) M.Aboal, 2003	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Kolbesia ploenensis	Kolbesia ploenensis (Hustedt) Round & L.Bukhtiyarova ex Round, 1998	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Karayevia
Kolbesia suchlandtii	Kolbesia suchlandtii (Hustedt) J.C.Kingston, 2000	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Kolbesia
Luticola acidoclinata	Luticola acidoclinata Lange-Bertalot, 1996	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Diadesmidaceae	Luticola
Lindavia bodanica	Lindavia bodanica (Eulenstein ex Grunow) Nakov et al., 2015	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Lindavia
Luticola cohnii	Luticola cohnii (Hilse) D.G.Mann, 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis
Luticola distinguenda	Luticola D.G.Mann, 1990	GENUS	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Diadesmidaceae	Luticola
Luticola goeppertiana	Luticola goeppertiana (Bleisch) D.G.Mann, 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Diadesmidaceae	Luticola
Luticola goeppertiana terato	Luticola goeppertiana (Bleisch) D.G.Mann, 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Diadesmidaceae	Luticola
Lemnicola hungarica	Lemnicola hungarica (Grunow) F.E.Round & P.W.Basson, 1997	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium
Lemnicola hungarica terato	Lemnicola hungarica (Grunow) F.E.Round & P.W.Basson, 1997	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium
Luticola imbricata	Luticola D.G.Mann, 1990	GENUS	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Diadesmidaceae	Luticola
Luticola intermedia	Luticola intermedia (Hustedt) Levkov, Metzeltin & A.Pavlov	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Diadesmidaceae	Luticola
Luticola kotschyi	Luticola kotschyi (Grunow) D.G.Mann	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Dorofeyukea
Luticola mitigata	Luticola mitigata (Hustedt) D.G.Mann, 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Luticola muticopsis	Luticola muticopsis (Van Heurck) D.G.Mann, 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Diadesmidaceae	Luticola
Luticola mutica terato	Luticola mutica (Kützing) D.G.Mann, 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Luticola mutica	Luticola mutica (Kützing) D.G.Mann, 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Luticola mutica var. ventricosa	Luticola mutica var. ventricosa (Kützing) P.B.Hamilton, 1994	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis
Luticola naviculoides	Luticola naviculoides J.R.Johansen, 2004	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Diadesmidaceae	Luticola
Luticola nivalis var. distenguenda	Luticola nivalis (Ehrenberg) D.G.Mann, 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Luticola nivalis	Luticola nivalis (Ehrenberg) D.G.Mann, 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Luticola obligata terato	Luticola obligata (Hustedt) D.G.Mann, 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Luticola peguana	Luticola peguana (Grunow) D.G.Mann, 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Diadesmidaceae	Luticola
Luticola peguana terato	Luticola peguana (Grunow) D.G.Mann, 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Diadesmidaceae	Luticola
Lindavia radiosa	Lindavia radiosa (Grunow) De Toni & Forti, 1900	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Lindavia
Luticola terminata	Luticola terminata (Hustedt) J.R.Johansen, 2004	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Luticola minor	Luticola minor (R.M.Patrick) Mayama	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Diadesmidaceae	Luticola
Luticola undulata f. anormale	Luticola undulata (Hilse) D.G.Mann, 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis
Luticola ventriconfusa	Luticola ventriconfusa Lange-Bertalot, 2003	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Diadesmidaceae	Luticola
Luticola ventricosa	Luticola ventricosa (Kützing) D.G.Mann, 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis
Mayamaea atomus var. alcimonica	Mayamaea atomus var. alcimonica (Reichardt) Reichardt, 1997	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora
Mayamaea atomus	Mayamaea atomus (Kützing) Lange-Bertalot, 1997	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora
Mayamaea excelsa	Mayamaea excelsa (Krasske) Lange-Bertalot, 1997	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Mayamaea fossalis	Mayamaea fossalis (Krasske) Lange-Bertalot, 1997	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Mayamaea agrestis	Mayamaea agrestis (Hustedt) Lange-Bertalot, 2001	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Mayamaea alcimonica	Mayamaea alcimonica (E.Reichardt) C.E.Wetzel, Barragán & Ector	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Mayamaea
Melosira ambigua	Melosira ambigua (Grunow) O.F.Müller, 1904	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Meridion anceps	Meridion anceps (Ehrenberg) D.M.Williams, 1985	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Mayamaea atomus var. permitis	Mayamaea atomus var. permitis (Hustedt) Lange-Bertalot, 1997	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Mayamaea atomus var. permitis terato	Mayamaea atomus var. permitis (Hustedt) Lange-Bertalot, 1997	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Melosira arenaria	Melosira arenaria	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Mayamaea asellus	Mayamaea asellus (Weinhold) Lange-Bertalot, 1997	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Mayamaea
Melosira binderana	Melosira binderana Kützing, 1844	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus
Meridion circulare var. constrictum	Meridion circulare var. constrictum	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Meridion
Meridion circulare	Meridion circulare (Greville) C.Agardh, 1831	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Meridion
Meridion constrictum	Meridion constrictum	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Meridion
Melosira crenulata	Melosira crenulata Cleve & Möller	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Meridion circulare terato	Meridion circulare (Greville) C.Agardh, 1831	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Meridion
Melosira crenulata var. valida	Melosira crenulata var. valida Grunow, 1882	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira
Melosira distans var. africana	Melosira distans var. africana O.Müller, 1904	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira
Melosira distans var. alpigena	Melosira distans var. alpigena Grunow, 1882	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira
Melosira distans var. helvetica	Melosira distans var. helvetica Hustedt, 1943	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira
Melosira distans	Melosira distans	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Melosira distans var. lirata	Melosira distans var. lirata (Ehrenberg) VanLandingham, 1971	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira
Melosira distans var. lirata f. seriata	Bacillariophyceae	CLASS	Chromista	Ochrophyta	Bacillariophyceae	-	-	-
Melosira distans var. nivalis	Melosira distans var. nivalis (W.Smith) Kirchner, 1878	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Melosira distans var. pfaffiana	Melosira distans var. pfaffiana (Reinsch) Grunow, 1878	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Melosira granulata var. angustissima f. curvata	Melosira granulata f. curvata Baranov, 1948	FORM	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Melosira granulata var. angustissima	Melosira granulata var. angustissima Otto Müller, 1899	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Melosira granulata var. curvata	Melosira granulata var. curvata Grunow, 1882	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira
Melosira granulata f. curvata	Melosira granulata f. curvata Baranov, 1948	FORM	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Melosira granulata var. muzzanensis	Melosira granulata var. muzzanensis (Meister) Hust., 1930	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Melosira granulata	Melosira granulata Otto Müller, 1903	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Melosira granulata f. intermedia	Melosira granulata f. intermedia Manguin, 1952	FORM	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira
Melosira italica var. bacilligera	Melosira italica f. bacilligera Otto Müller, 1904	FORM	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Melosira italica f. crenulata	Melosira italica f. crenulata (Ehrenberg) Otto Müller, 1906	FORM	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Melosira italica var. hankensis	Melosira italica var. hankensis Skvortzow, 1929	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Melosira italica var. multistriata	Melosira italica var. multistriata Patrick, 1940	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Mayamaea ingenua	Mayamaea ingenua (Hust.) Lange-Bert. & Hofmann, 2011	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Melosira italica var. pachyderma	Melosira italica var. pachyderma Krieger, 1929	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Melosira italica var. perminuta	Melosira italica var. perminuta Cleve-Euler, 1951	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Melosira italica var. plicatella	Melosira italica var. plicatella Otto Müller, 1904	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Melosira italica ssp. subarctica	Melosira italica subsp. subarctica Otto Müller, 1906	SUBSPECIES	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira
Melosira italica var. subborealis	Melosira italica var. subborealis Nygaard, 1956	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Melosira islandica f. curvata	Melosira islandica f. curvata O.Müll., 1906	FORM	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira
Melosira islandica	Melosira islandica Cleve-Euler, 1938	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Melosira italica	Melosira italica Komarenko, 1956	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Melosira italica f. curvata	Melosira italica f. curvata (Pantocsek) Skabichevskii, 1960	FORM	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Melosira italica var. tenuissima	Melosira italica var. tenuissima (Grunow) O.Müller.	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Melosira italica var. valida	Melosira italica var. valida (Grunow) Husted, 1927	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Melosira japonica	Melosira japonica F.Meister, 1913	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Mayamaea lacunolaciniata	Mayamaea lacunolaciniata (Lange-Bertalot & K.Bonik) Lange-Bertalot, 1997	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Martyana martyi	Martyana martyi (Héribaud-Joseph) Round, 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Opephora
Melosira nummuloides	Melosira nummuloides W.Smith	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Melosira oestrupii	Melosira oestrupi Cleve-Euler, 1910	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Mayamaea permitis	Mayamaea permitis (Hustedt) K.Bruder & L.K.Medlin, 2008	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Melosira pusilla	Melosira pusilla F.Meister, 1913	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Mayamaea recondita	Mayamaea recondita (Hustedt) Lange-Bertalot, 1997	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Melosira sulcata	Melosira sulcata (Ehrenberg) Kützing, 1844	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Melosira varians	Melosira varians C.Agardh, 1827	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Nitzschia amphibia var. acutiuscula	Nitzschia amphibia var. acutiuscula Grunow, 1880	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia
Nitzschia acicularis terato	Nitzschia acicularis Frenguelli, 1923	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia
Navicula atomus var. alcimonica	Navicula atomus var. alcimonica Reichardt, 1984	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora
Navicula amphiceropsis	Navicula amphiceropsis Lange-Bertalot & U.Rumrich	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Navicula angusta	Navicula angusta Grunow	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Navicula absoluta	Navicula absoluta Hustedt, 1950	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Nitzschia acidoclinata	Nitzschia acidoclinata Lange-Bertalot, 1976	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia
Navicula acephala	Navicula acephala Héribaud, 1903	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Nitzschia acicularis	Nitzschia acicularis Frenguelli, 1923	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia
Navicula accomoda	Navicula accommoda Hustedt, 1950	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Nitzschia acula	Nitzschia acula (Kützing) Hantzsch, 1861	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedra
Navicula arvensis var. dubia	Navicula arvensis var. dubia Lange-Bertalot, 1987	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Navicula adversa	Navicula adversa Krasske	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Navicula atomus var. excelsa	Navicula atomus var. excelsa (Krasske) Lange-Bertalot, 1985	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Nitzschia amphibia var. fossilis	Nitzschia amphibia var. fossilis Grunow, 1880	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia
Nitzschia angustatula terato	Nitzschia angustatula Lange-Bertalot, 1987	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia
Navicula aggerica	Navicula aggerica Reichardt	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Nitzschia angustiforaminata	Nitzschia angustiforaminata Lange-Bert.	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia
Navicula anglophila	Navicula anglophila Lange-Bertalot, 1987	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Placoneis
Nitzschia agnita	Nitzschia agnita Hustedt, 1957	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia
Navicula agrestis	Navicula agrestis Hustedt	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Nitzschia agnewii	Nitzschia agnewii Cholnoky, 1962	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia
Nitzschia amphiplectans	Nitzschia amphiplectans Hustedt	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia
Navicula ignota var. anglica	Navicula ignota var. anglica J.W.G.Lund, 1946	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Navicula ignorata	Navicula ignorata Schimanski, 1978	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Nitzschia alexandrina	Nitzschia alexandrina (Cholnoky) Lange-Bertalot & Simonsen, 1978	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia
Nitzschia actinastroides var. ligeriensis	Nitzschia actinastroides (Lemmermann) van Goor, 1925	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia
Neidium alpinum	Neidium alpinum Hustedt, 1943	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Neidiaceae	Neidium
Navicula arvensis var. maior	Navicula arvensis var. major Lange-Bertalot, 1985	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Navicula amabilis	Navicula amabilis Hustedt	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Nitzschia amplectens	Nitzschia amplectens Hustedt, 1957	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia
Nitzschia accommodata	Nitzschia accommodata Hustedt, 1949	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia
Navicula anglica var. minuta	Navicula anglica var. minuta Cleve	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Neidium amphirhynchus var. majus	Neidium amphirhynchus var. majus (Cleve) Meister, 1912	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Neidiaceae	Neidium
Nitzschia amphibia	Nitzschia amphibia Grunow, 1862	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia
Navicula antonii	Navicula antonii Lange-Bertalot	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Navicula antonii terato	Navicula antonii Lange-Bertalot	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Navicula paludosa	Navicula paludosa Hustedt, 1957	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Navicula atomus var. permitis	Navicula atomus var. permitis (Hustedt) Lange-Bertalot, 1985	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Nitzschia apiculata	Nitzschia apiculata	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia
Navicula pseudotenera	Navicula pseudotenera Manguin, 1962	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Navicula aquaedurae	Navicula aquaedurae Lange-Bertalot	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Nitzschia arcuata	Nitzschia arcuata Gregory, 1859	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia
Navicula arenaria	Navicula arenaria Donkin	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Navicula arvensis	Navicula arvensis Hustedt	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Navicula sp.1	-	-	-	-	-	-	-	-
Navicula asellus	Navicula asellus Weinhold ex Hustedt, 1934	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Nitzschia actinastroides	Nitzschia actinastroides (Lemmermann) van Goor, 1925	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia
