Species	Genus	Family	Order	Subclass	Class	Subphylum	Subkingdom	Kingdom
Dimeregramma sp.	Dimeregramma	Plagiogrammaceae	Triceratiales	Urneidophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Dimeregramma sp.	Dimeregramma	Plagiogrammaceae	Triceratiales	Urneidophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Psammoneis sp.	Psammoneis	Plagiogrammaceae	Triceratiales	Urneidophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Orizaformis holarctica	Orizaformis	Plagiogrammaceae	Triceratiales	Urneidophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Neofragilaria stilus	Neofragilaria	Plagiogrammaceae	Triceratiales	Urneidophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Talaroneis posidoniae	Talaroneis	Plagiogrammaceae	Triceratiales	Urneidophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Psammogramma vigoensis	Psammogramma	Plagiogrammaceae	Triceratiales	Urneidophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Neofragilaria nicobarica	Neofragilaria	Plagiogrammaceae	Triceratiales	Urneidophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Tabularia sp.	Tabularia	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Opephora sp.	Opephora	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Pseudostriatella pacifica	Pseudostriatella	Striatellaceae	Striatellales	Striatellaceae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Plagiostriata goreensis	Plagiostriata	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Psammoneis obaidii	Psammoneis	Plagiogrammaceae	Triceratiales	Urneidophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Halamphora subtropica	Halamphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Halamphora subtropica	Halamphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Dimeregramma sp.	Dimeregramma	Plagiogrammaceae	Triceratiales	Urneidophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Orizaformis holarctica	Orizaformis	Plagiogrammaceae	Triceratiales	Urneidophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Palmerina ostenfeldii	Palmerina	Coscinodiscaceae	Coscinodiscales	Coscinodiscophycidae	Coscinodiscophyceae	Coscinodiscophytina	Diatomeae	Diatomista
Bacterosira constricta	Bacterosira	Thalassiosiraceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Stephanodiscus suzukii	Stephanodiscus	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Rhoicosphenia abbreviata	Rhoicosphenia	Rhoicospheniaceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Rhoicosphenia abbreviata	Rhoicosphenia	Rhoicospheniaceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Cymbella janischii	Cymbella	Cymbellaceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Cymbella janischii	Cymbella	Cymbellaceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Cymbella janischii	Cymbella	Cymbellaceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Cymbella janischii	Cymbella	Cymbellaceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Didymosphenia hullii	Didymosphenia	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Didymosphenia hullii	Didymosphenia	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Didymosphenia hullii	Didymosphenia	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Amphora montana	Amphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Amphora montana	Amphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Amphora montana	Amphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Amphora affinis	Amphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Amphora abludens	Amphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Amphora abludens	Amphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Amphora beaufortiana	Amphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Halamphora caribaea	Halamphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Amphora copulata	Amphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Amphora graeffeana	Amphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Halamphora hyalina	Halamphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Halamphora hyalina	Halamphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Amphora indistincta	Amphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Amphora laevissima	Amphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Amphora lineolata	Amphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Amphora obtusa var. crassa	Amphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Amphora ovalis	Amphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Amphora pediculus	Amphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Amphora proteus	Amphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Amphora securicula	Amphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Amphora semperpalorum	Amphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Amphora cf. semperpalorum	Amphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Amphora sublaevis	Amphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Amphora sublaevis	Amphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Halamphora subtropica	Halamphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Amphora sulcata	Amphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Amphora waldeniana	Amphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Halamphora coffeaeformis	Halamphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Halamphora coffeaeformis	Halamphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Halamphora coloradiana	Halamphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Halamphora oligotraphenta	Halamphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Halamphora veneta	Halamphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Halamphora veneta	Halamphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Cyclotella cryptica	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Cyclotella cryptica	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Cyclotella cryptica	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Cyclotella cryptica	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Cyclotella cryptica	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Cyclotella cryptica	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Cyclotella cryptica	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Cyclotella cryptica	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Cyclotella cryptica	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Craticula cuspidata	Craticula	Stauroneidaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Craticula cuspidata	Craticula	Stauroneidaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Craticula cuspidata	Craticula	Stauroneidaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Craticula cuspidata	Craticula	Stauroneidaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Craticula cuspidata	Craticula	Stauroneidaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Craticula cuspidata	Craticula	Stauroneidaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gyrosigma acuminatum	Gyrosigma	Pleurosigmataceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gyrosigma acuminatum	Gyrosigma	Pleurosigmataceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gyrosigma acuminatum	Gyrosigma	Pleurosigmataceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gyrosigma acuminatum	Gyrosigma	Pleurosigmataceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gyrosigma acuminatum	Gyrosigma	Pleurosigmataceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gyrosigma acuminatum	Gyrosigma	Pleurosigmataceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gyrosigma acuminatum	Gyrosigma	Pleurosigmataceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Surirella solea	Surirella	Surirellaceae	Surirellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Discostella pseudostelligera	Discostella	Skeletonemataceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Thalassiosira pseudonana	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Thalassiosira pseudonana	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Thalassiosira pseudonana	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Thalassiosira pseudonana	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Thalassiosira pseudonana	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Thalassiosira pseudonana	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Thalassiosira pseudonana	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula perminuta	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula perminuta	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula perminuta	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula perminuta	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula cf. perminuta	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Entomoneis pseudoduplex	Entomoneis	Entomoneidaceae	Surirellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Entomoneis pseudoduplex	Entomoneis	Entomoneidaceae	Surirellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Cylindrotheca closterium	Cylindrotheca	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Cylindrotheca closterium	Cylindrotheca	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia aff. leavis	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Surirella cf. minuta	Surirella	Surirellaceae	Surirellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Surirella cf. minuta	Surirella	Surirellaceae	Surirellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia aff. dubiiformis	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Phaeodactylum tricornutum	Phaeodactylum	Phaeodactylaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Grammonema sp.	Grammonema	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Attheya decora	Attheya	Attheyaceae	Chaetocerotales	Attheya	Biddulphiophyceae	Bacillariophytina	Diatomeae	Diatomista
Entomoneis pseudoduplex	Entomoneis	Entomoneidaceae	Surirellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Halamphora sp.	Halamphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Halamphora sp.	Halamphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Entomoneis pseudoduplex	Entomoneis	Entomoneidaceae	Surirellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Pseudo-nitzschia arenysensis	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Pseudo-nitzschia arenysensis	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Pseudo-nitzschia batesiana	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Pseudo-nitzschia brasiliana	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Pseudo-nitzschia brasiliana	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Pseudo-nitzschia caciantha	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Pseudo-nitzschia circumpora	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Pseudo-nitzschia circumpora	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Pseudo-nitzschia cuspidata	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Pseudo-nitzschia decipiens	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Pseudo-nitzschia fukuyoi	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Pseudo-nitzschia fukuyoi	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Pseudo-nitzschia fukuyoi	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Pseudo-nitzschia kodamae	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Pseudo-nitzschia lundholmiae	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Pseudo-nitzschia lundholmiae	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Pseudo-nitzschia micropora	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Pseudo-nitzschia pungens	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Pseudo-nitzschia sabit	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Pseudo-nitzschia sabit	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Dimeregramma sp.	Dimeregramma	Plagiogrammaceae	Triceratiales	Urneidophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Dimeregramma sp.	Dimeregramma	Plagiogrammaceae	Triceratiales	Urneidophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
